time,core-core,core-ifetch,core-alu,core-int,core-fp,core-mem,icache,dcache,l3,dram,other,l2,sum,
0.0,0.3282439,0.05900663,0.202689,0.151694,0.304033,0.0884519,0.0679879,0.252152,0.100618,3.58881203008,0.04527367,0,5.18896203008
1.0,0.611573,0.11795028,0.202689,0.18461,0.304033,0.1465295,0.178669,0.304019,0,4.24132330827,0.07235722,0,6.36375330827
2.0,0.5627392,0.11860185,0.202689,0.169965,0.304033,0.1319408,0.132649,0.290124,0,3.5072481203,0.07168815,0,5.4916781203
3.0,0.2567493,0.05351519,0.202689,0.133423,0.304033,0.06220886,0,0.13039,0,2.03909774436,0.02646165,0,3.20856774436
4.0,0.4044168,0.0840482,0.202689,0.151973,0.304033,0.1090317,0.162266,0.271139,0.087541,5.13852631579,0.0392523,0,6.95491631579
5.0,0.3223945,0.06604859,0.202689,0.141652,0.304033,0.06743377,0.089863,0.144885,0,2.03909774436,0.04367114,0,3.42176774436
6.0,0.4484173,0.0912908,0.202689,0.158389,0.304033,0.1102181,0.107571,0.267431,0.0680031,3.75193984962,0.0307177,0,5.54069984962
7.0,0.2948141,0.05844428,0.202689,0.140258,0.304033,0.093957,0.0846546,0.205285,0,1.87596992481,0.03683502,0,3.29693992481
8.0,0.2226594,0.04429645,0.202689,0.130355,0.304033,0.05781537,0.0834264,0.129085,0,1.95753383459,0.03689038,0,3.16878383459
9.0,0.2556037,0.05083196,0.202689,0.134679,0.304033,0.05648492,0.0626553,0.112867,0,0.897203007519,0.00924612,0,2.08629300752
10.0,0.3614883,0.07185387,0.202689,0.148068,0.304033,0.08877,0.0958019,0.207585,0.0442212,2.77317293233,0.02019973,0,4.31788293233
11.0,0.07860161,0,0.202689,0.112502,0.304033,0.02553748,0.0369713,0.0512437,0,0.815639097744,0.01689891,0,1.64411609774
12.0,0.3799819,0.07567973,0.202689,0.151415,0.304033,0.1147448,0.0973412,0.24693,0,1.87596992481,0.03683537,0,3.48561992481
13.0,0.2368222,0.04833141,0.202689,0.13175,0.304033,0.05783162,0.0985538,0.119577,0,2.20222556391,0.02365197,0,3.42546556391
14.0,0.19976102,0.04144087,0.202689,0.126031,0.304033,0.04449658,0.0531871,0.0832272,0,0.652511278195,0.00235423,0,1.7097312782
15.0,0.4986275,0.10658067,0.202689,0.160481,0.304033,0.07950356,0.119994,0.135948,0,1.63127819549,0.00308327,0,3.24221819549
16.0,0.4897577,0.10520531,0.202689,0.159086,0.304033,0.0864247,0.135416,0.152548,0,1.46815037594,0.00296029,0,3.10627037594
17.0,0.3102517,0.06322628,0.202689,0.140955,0.304033,0.0820445,0.0767256,0.158106,0,1.38658646617,0.00289892,0,2.72751646617
18.0,0.4075185,0.08338859,0.202689,0.152531,0.304033,0.0986058,0.0974966,0.21088,0,1.79440601504,0.03683751,0,3.38838601504
19.0,0.4374659,0.08764786,0.202689,0.15811,0.304033,0.0946642,0.089863,0.221316,0.0529554,1.87596992481,0.02421564,0,3.54892992481
20.0,0.253562,0.05212879,0.202689,0.132865,0.304033,0.0548827,0.0536379,0.114845,0,1.06033082707,0.01608661,0,2.24506082707
